,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
41,41,mths_since_issue_d:65-84,-0.06258332867272864,0.03141513451413343,mths_since_issue_d,-4.880274228090776,-5.0,-0.1197257719092244,-5.0
42,42,int_rate:<9.548,0.8720045737872495,1.3374802473943602e-30,int_rate,67.9992825323404,68.0,0.0007174676595980145,68.0
43,43,int_rate:9.548-12.025,0.5572099805615738,8.541320546727548e-36,int_rate,43.45146807371068,43.0,-0.45146807371067865,43.0
44,44,int_rate:12.025-15.74,0.3056484338495927,8.050830759711733e-17,int_rate,23.834593113013455,24.0,0.1654068869865455,24.0
45,45,int_rate:15.74-20.281,0.11287993329055099,9.750146751903703e-05,int_rate,8.802424559218693,9.0,0.19757544078130707,9.0
46,46,mths_since_earliest_cr_line:141-164,0.0540146171317742,0.029905493690962865,mths_since_earliest_cr_line,4.212082506938581,4.0,-0.21208250693858144,4.0
47,47,mths_since_earliest_cr_line:165-247,0.03597280965149938,0.07321107011144401,mths_since_earliest_cr_line,2.805174789795552,3.0,0.19482521020444787,3.0
48,48,mths_since_earliest_cr_line:248-270,0.07742836788221473,0.003161834093556745,mths_since_earliest_cr_line,6.037896614204314,6.0,-0.037896614204314005,6.0
49,49,mths_since_earliest_cr_line:271-352,0.1205134235389937,2.6684213482900526e-07,mths_since_earliest_cr_line,9.397687331588466,9.0,-0.39768733158846636,9.0
50,50,mths_since_earliest_cr_line:>352,0.12850512624228783,1.2556852657346195e-06,mths_since_earliest_cr_line,10.02088366148335,10.0,-0.020883661483349414,10.0
51,51,inq_last_6mths:0,0.6558612129100496,4.127943123463631e-14,inq_last_6mths,51.1443325635066,51.0,-0.14433256350660173,51.0
52,52,inq_last_6mths:1-2,0.5095834985353535,4.1481550538263795e-09,inq_last_6mths,39.737535022583664,40.0,0.2624649774163359,40.0
53,53,inq_last_6mths:3-6,0.29932295152987987,0.000603989013169285,inq_last_6mths,23.341329347729097,23.0,-0.34132934772909707,23.0
54,54,acc_now_delinq:>=1,0.20168329696054163,0.05562804287098634,acc_now_delinq,15.727348117579691,16.0,0.272651882420309,16.0
55,55,annual_inc:20K-30K,-0.07978841295429198,0.0580292607511095,annual_inc,-6.221933919132939,-6.0,0.22193391913293858,-6.0
56,56,annual_inc:30K-40K,-0.01764070879973987,0.6627439103916415,annual_inc,-1.3756298737452735,-1.0,0.37562987374527346,-1.0
57,57,annual_inc:40K-50K,0.07722884305331759,0.05586909833661464,annual_inc,6.022337584331951,6.0,-0.0223375843319511,6.0
58,58,annual_inc:50K-60K,0.1441299324619836,0.00042685204202882354,annual_inc,11.239312606221183,11.0,-0.23931260622118344,11.0
59,59,annual_inc:60K-70K,0.21968740599167666,1.518017752713224e-07,annual_inc,17.131316093841598,17.0,-0.1313160938415976,17.0
60,60,annual_inc:70K-80K,0.2931072184801923,6.524485864985589e-12,annual_inc,22.856623876568996,23.0,0.14337612343100403,23.0
61,61,annual_inc:80K-90K,0.36887102774690506,1.0481239368098094e-16,annual_inc,28.76471751153484,29.0,0.23528248846515964,29.0
62,62,annual_inc:90K-100K,0.3892566132414479,2.7425002987775195e-17,annual_inc,30.354394021613338,30.0,-0.3543940216133379,30.0
63,63,annual_inc:100K-120K,0.46680618011400005,1.4675793363455412e-24,annual_inc,36.40174178393582,36.0,-0.40174178393581883,36.0
64,64,annual_inc:120K-140K,0.5570616432837708,6.911492938999926e-27,annual_inc,43.43990067054948,43.0,-0.439900670549477,43.0
65,65,annual_inc:>140K,0.49462625701591156,2.418051607286191e-25,annual_inc,38.571163053262865,39.0,0.42883694673713535,39.0
66,66,dti:<=1.4,0.2429212856910028,0.0035699215612571738,dti,18.943103781072637,19.0,0.05689621892736341,19.0
67,67,dti:1.4-3.5,0.3623075586211353,2.2525192567225106e-07,dti,28.25289543526165,28.0,-0.2528954352616495,28.0
68,68,dti:3.5-7.7,0.3775275500311274,3.7491621289394494e-10,dti,29.439756751289966,29.0,-0.4397567512899663,29.0
69,69,dti:7.7-10.5,0.31316423398909626,1.709627526150946e-07,dti,24.42067836130872,24.0,-0.4206783613087204,24.0
70,70,dti:10.5-16.1,0.2337565769278308,5.384132273730139e-05,dti,18.22843594646837,18.0,-0.22843594646836962,18.0
71,71,dti:16.1-20.3,0.13241181177726158,0.022371764345560503,dti,10.325528638635156,10.0,-0.3255286386351557,10.0
72,72,dti:20.3-21.7,0.1201982759006837,0.047606046936504956,dti,9.373111986526034,9.0,-0.37311198652603395,9.0
73,73,dti:21.7-22.4,0.08450337642065535,0.19187783938448577,dti,6.589608748505024,7.0,0.4103912514949757,7.0
74,74,dti:22.4-35,0.04301489960485735,0.4528629797169039,dti,3.3543199190198116,3.0,-0.35431991901981164,3.0
75,75,mths_since_last_delinq:Missing,0.13327079518176188,0.009056655761070759,mths_since_last_delinq,10.392512524923188,10.0,-0.39251252492318756,10.0
76,76,mths_since_last_delinq:4-30,0.1595561208424958,0.0020218472732807945,mths_since_last_delinq,12.442253248525063,12.0,-0.44225324852506276,12.0
77,77,mths_since_last_delinq:31-56,0.2059049237821334,8.412266951215053e-05,mths_since_last_delinq,16.056552348402413,16.0,-0.05655234840241263,17.0
78,78,mths_since_last_delinq:>=57,0.1585899569935211,0.003120507668463667,mths_since_last_delinq,12.366911386207041,12.0,-0.36691138620704145,12.0
79,79,mths_since_last_record:Missing,0.21464440021964648,0.003348374363036121,mths_since_last_record,16.73806038783636,17.0,0.2619396121636406,17.0
80,80,mths_since_last_record:3-20,0.33037925586302863,0.004894617900372128,mths_since_last_record,25.76311298997335,26.0,0.23688701002664914,26.0
81,81,mths_since_last_record:21-31,0.2317323014834209,0.02944929142871287,mths_since_last_record,18.07058209798467,18.0,-0.07058209798466919,18.0
82,82,mths_since_last_record:32-80,0.3974497420972123,2.9606769459358807e-07,mths_since_last_record,30.993297647390555,31.0,0.006702352609444517,31.0
83,83,mths_since_last_record:81-86,0.0443081577868155,0.6076558270835355,mths_since_last_record,3.4551687346633972,3.0,-0.45516873466339725,3.0
84,84,mths_since_last_record:>=86,0.119907171755947,0.10946385552460097,mths_since_last_record,9.350411563180415,9.0,-0.35041156318041544,9.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
